sku,name,quantity,price
S0059692,Item 59692,236,65.58
S0059693,Item 59693,87,59.1
S0059694,Item 59694,368,174.6
S0059695,Item 59695,305,46.66
S0059696,Item 59696,282,121.65
S0059697,Item 59697,8,30.19
S0059698,Item 59698,4,162.99
S0059699,Item 59699,165,37.0
S0059700,Item 59700,174,79.61
S0059701,Item 59701,488,55.46
S0059702,Item 59702,200,130.17
S0059703,Item 59703,82,59.08
S0059704,Item 59704,345,67.76
S0059705,Item 59705,222,23.4
S0059706,Item 59706,142,91.78
S0059707,Item 59707,38,160.43
S0059708,Item 59708,150,1.35
S0059709,Item 59709,55,198.36
S0059710,Item 59710,256,155.85
S0059711,Item 59711,1,18.44
S0059712,Item 59712,122,60.74
S0059713,Item 59713,273,135.9
S0059714,Item 59714,144,71.61
S0059715,Item 59715,440,110.56
S0059716,Item 59716,0,80.74
S0059717,Item 59717,424,95.92
S0059718,Item 59718,78,31.6
S0059719,Item 59719,103,46.6
S0059720,Item 59720,6,79.19
S0059721,Item 59721,161,146.71
S0059722,Item 59722,156,126.56
S0059723,Item 59723,84,44.85
S0059724,Item 59724,10,160.7
S0059725,Item 59725,89,184.29
S0059726,Item 59726,383,62.78
S0059727,Item 59727,64,110.13
S0059728,Item 59728,112,95.04
S0059729,Item 59729,8,140.72
S0059730,Item 59730,314,161.54
S0059731,Item 59731,17,41.92
S0059732,Item 59732,80,35.89
S0059733,Item 59733,323,33.12
S0059734,Item 59734,446,92.4
S0059735,Item 59735,362,42.66
S0059736,Item 59736,202,78.85
S0059737,Item 59737,371,138.08
S0059738,Item 59738,72,176.37
S0059739,Item 59739,43,190.82
S0059740,Item 59740,9,188.71
S0059741,Item 59741,45,194.22
S0059742,Item 59742,458,54.99
S0059743,Item 59743,247,155.31
S0059744,Item 59744,345,149.4
S0059745,Item 59745,434,160.33
S0059746,Item 59746,158,181.1
S0059747,Item 59747,484,192.54
S0059748,Item 59748,500,71.25
S0059749,Item 59749,120,71.61
S0059750,Item 59750,280,30.91
S0059751,Item 59751,256,1.0
S0059752,Item 59752,357,166.77
S0059753,Item 59753,411,191.31
S0059754,Item 59754,37,25.96
S0059755,Item 59755,131,174.37
S0059756,Item 59756,105,105.84
S0059757,Item 59757,402,10.98
S0059758,Item 59758,228,79.38
S0059759,Item 59759,105,21.94
S0059760,Item 59760,15,29.84
S0059761,Item 59761,274,50.13
S0059762,Item 59762,404,144.12
S0059763,Item 59763,41,121.29
S0059764,Item 59764,303,38.0
S0059765,Item 59765,247,33.74
S0059766,Item 59766,403,116.48
S0059767,Item 59767,153,71.09
S0059768,Item 59768,304,45.84
S0059769,Item 59769,177,3.32
S0059770,Item 59770,428,130.19
S0059771,Item 59771,220,29.46
S0059772,Item 59772,417,118.28
S0059773,Item 59773,67,167.01
S0059774,Item 59774,18,53.5
S0059775,Item 59775,409,98.13
S0059776,Item 59776,106,46.77
S0059777,Item 59777,416,192.86
S0059778,Item 59778,403,14.81
S0059779,Item 59779,492,4.9
S0059780,Item 59780,63,187.17
S0059781,Item 59781,135,182.9
S0059782,Item 59782,343,127.87
S0059783,Item 59783,295,103.94
S0059784,Item 59784,67,92.98
S0059785,Item 59785,253,109.99
S0059786,Item 59786,191,88.73
S0059787,Item 59787,15,23.54
S0059788,Item 59788,230,152.2
S0059789,Item 59789,292,96.07
S0059790,Item 59790,399,82.4
S0059791,Item 59791,168,167.24
S0059792,Item 59792,204,97.09
S0059793,Item 59793,281,104.24
S0059794,Item 59794,381,3.78
S0059795,Item 59795,414,134.5
S0059796,Item 59796,267,0.03
S0059797,Item 59797,411,122.68
S0059798,Item 59798,226,9.66
S0059799,Item 59799,112,127.22
S0059800,Item 59800,190,188.47
S0059801,Item 59801,341,108.24
S0059802,Item 59802,408,155.21
S0059803,Item 59803,481,156.54
S0059804,Item 59804,217,32.41
S0059805,Item 59805,411,89.91
S0059806,Item 59806,481,114.75
S0059807,Item 59807,153,14.59
S0059808,Item 59808,246,153.97
S0059809,Item 59809,268,30.35
S0059810,Item 59810,95,33.63
S0059811,Item 59811,146,186.83
S0059812,Item 59812,495,45.91
S0059813,Item 59813,73,138.87
S0059814,Item 59814,18,117.17
S0059815,Item 59815,325,92.12
S0059816,Item 59816,323,11.21
S0059817,Item 59817,46,141.6
S0059818,Item 59818,197,109.82
S0059819,Item 59819,411,26.81
S0059820,Item 59820,52,47.01
S0059821,Item 59821,137,25.63
S0059822,Item 59822,98,90.42
S0059823,Item 59823,483,141.45
S0059824,Item 59824,397,160.87
S0059825,Item 59825,368,163.78
S0059826,Item 59826,423,151.22
S0059827,Item 59827,100,180.91
S0059828,Item 59828,268,176.91
S0059829,Item 59829,247,11.23
S0059830,Item 59830,197,85.07
S0059831,Item 59831,314,55.12
S0059832,Item 59832,396,114.43
S0059833,Item 59833,324,33.7
S0059834,Item 59834,135,27.16
S0059835,Item 59835,224,114.22
S0059836,Item 59836,464,59.06
S0059837,Item 59837,217,31.46
S0059838,Item 59838,318,7.86
S0059839,Item 59839,175,160.21
S0059840,Item 59840,78,33.55
S0059841,Item 59841,245,68.44
S0059842,Item 59842,270,101.71
S0059843,Item 59843,271,90.26
S0059844,Item 59844,144,46.7
S0059845,Item 59845,203,67.41
S0059846,Item 59846,345,115.92
S0059847,Item 59847,134,92.61
S0059848,Item 59848,240,10.68
S0059849,Item 59849,64,104.33
S0059850,Item 59850,150,146.49
S0059851,Item 59851,137,152.65
S0059852,Item 59852,220,174.89
S0059853,Item 59853,221,68.27
S0059854,Item 59854,358,62.43
S0059855,Item 59855,325,48.36
S0059856,Item 59856,446,77.95
S0059857,Item 59857,245,117.02
S0059858,Item 59858,464,173.66
S0059859,Item 59859,278,124.6
S0059860,Item 59860,150,196.87
S0059861,Item 59861,206,21.35
S0059862,Item 59862,77,141.36
S0059863,Item 59863,464,4.32
S0059864,Item 59864,171,95.84
S0059865,Item 59865,292,12.82
S0059866,Item 59866,284,108.07
S0059867,Item 59867,217,85.18
S0059868,Item 59868,61,94.99
S0059869,Item 59869,45,127.36
S0059870,Item 59870,399,84.03
S0059871,Item 59871,415,69.49
S0059872,Item 59872,15,0.36
S0059873,Item 59873,132,128.58
S0059874,Item 59874,221,71.2
S0059875,Item 59875,80,31.64
S0059876,Item 59876,395,121.43
S0059877,Item 59877,264,34.46
S0059878,Item 59878,11,92.29
S0059879,Item 59879,161,46.19
S0059880,Item 59880,429,171.16
S0059881,Item 59881,404,197.15
S0059882,Item 59882,306,54.24
S0059883,Item 59883,86,196.76
S0059884,Item 59884,37,151.96
S0059885,Item 59885,412,128.77
S0059886,Item 59886,194,110.96
S0059887,Item 59887,64,12.66
S0059888,Item 59888,117,109.62
S0059889,Item 59889,48,194.35
S0059890,Item 59890,221,39.59
S0059891,Item 59891,56,102.65
S0059892,Item 59892,295,110.98
S0059893,Item 59893,146,24.38
S0059894,Item 59894,152,74.11
S0059895,Item 59895,457,96.25
S0059896,Item 59896,423,10.1
S0059897,Item 59897,500,20.35
S0059898,Item 59898,253,94.65
S0059899,Item 59899,348,137.86
S0059900,Item 59900,149,41.82
S0059901,Item 59901,242,56.73
S0059902,Item 59902,243,181.56
S0059903,Item 59903,318,198.94
S0059904,Item 59904,335,144.95
S0059905,Item 59905,444,149.37
S0059906,Item 59906,384,169.71
S0059907,Item 59907,163,72.55
S0059908,Item 59908,114,5.32
S0059909,Item 59909,189,28.67
S0059910,Item 59910,243,83.35
S0059911,Item 59911,350,48.11
S0059912,Item 59912,1,164.68
S0059913,Item 59913,362,74.68
S0059914,Item 59914,121,51.59
S0059915,Item 59915,141,194.72
S0059916,Item 59916,403,139.31
S0059917,Item 59917,274,172.92
S0059918,Item 59918,78,111.5
S0059919,Item 59919,256,27.52
S0059920,Item 59920,291,121.41
S0059921,Item 59921,275,73.18
S0059922,Item 59922,180,158.88
S0059923,Item 59923,162,3.6
S0059924,Item 59924,158,189.98
S0059925,Item 59925,473,21.81
S0059926,Item 59926,161,109.56
S0059927,Item 59927,248,129.15
S0059928,Item 59928,404,183.14
S0059929,Item 59929,401,55.97
S0059930,Item 59930,412,10.44
S0059931,Item 59931,194,7.93
S0059932,Item 59932,204,93.64
S0059933,Item 59933,336,189.79
S0059934,Item 59934,372,35.84
S0059935,Item 59935,143,141.72
S0059936,Item 59936,309,194.04
S0059937,Item 59937,116,188.35
S0059938,Item 59938,65,38.64
S0059939,Item 59939,284,26.85
S0059940,Item 59940,168,176.36
S0059941,Item 59941,307,10.36
S0059942,Item 59942,480,79.68
S0059943,Item 59943,450,146.78
S0059944,Item 59944,422,8.88
S0059945,Item 59945,485,101.22
S0059946,Item 59946,353,183.89
S0059947,Item 59947,150,158.69
S0059948,Item 59948,316,51.59
S0059949,Item 59949,466,39.5
S0059950,Item 59950,443,52.94
S0059951,Item 59951,416,53.45
S0059952,Item 59952,478,171.69
S0059953,Item 59953,250,124.53
S0059954,Item 59954,377,97.01
S0059955,Item 59955,248,103.13
S0059956,Item 59956,215,102.03
S0059957,Item 59957,217,31.13
S0059958,Item 59958,165,184.05
S0059959,Item 59959,265,38.84
S0059960,Item 59960,350,59.23
S0059961,Item 59961,295,23.39
S0059962,Item 59962,327,88.44
S0059963,Item 59963,138,96.6
S0059964,Item 59964,225,6.9
S0059965,Item 59965,120,154.25
S0059966,Item 59966,317,39.61
S0059967,Item 59967,184,53.13
S0059968,Item 59968,321,117.84
S0059969,Item 59969,284,130.36
S0059970,Item 59970,124,64.16
S0059971,Item 59971,117,81.68
S0059972,Item 59972,76,124.32
S0059973,Item 59973,250,93.28
S0059974,Item 59974,27,87.31
S0059975,Item 59975,375,146.69
S0059976,Item 59976,245,131.07
S0059977,Item 59977,312,43.26
S0059978,Item 59978,449,34.78
S0059979,Item 59979,471,129.42
S0059980,Item 59980,188,52.62
S0059981,Item 59981,485,9.25
S0059982,Item 59982,488,21.9
S0059983,Item 59983,410,148.89
S0059984,Item 59984,157,72.0
S0059985,Item 59985,382,196.65
S0059986,Item 59986,204,31.98
S0059987,Item 59987,290,15.43
S0059988,Item 59988,317,77.78
S0059989,Item 59989,226,61.45
S0059990,Item 59990,131,134.69
S0059991,Item 59991,320,21.01
S0059992,Item 59992,491,129.96
S0059993,Item 59993,192,175.62
S0059994,Item 59994,36,99.57
S0059995,Item 59995,5,13.67
S0059996,Item 59996,223,59.67
S0059997,Item 59997,86,194.84
S0059998,Item 59998,380,96.54
S0059999,Item 59999,178,28.37
S0060000,Item 60000,467,196.34
S0060001,Item 60001,309,165.25
S0060002,Item 60002,34,44.96
S0060003,Item 60003,150,142.08
S0060004,Item 60004,116,144.96
S0060005,Item 60005,300,59.59
S0060006,Item 60006,196,57.76
S0060007,Item 60007,290,57.19
S0060008,Item 60008,186,10.33
S0060009,Item 60009,154,5.96
S0060010,Item 60010,229,90.42
S0060011,Item 60011,354,188.37
S0060012,Item 60012,447,91.74
S0060013,Item 60013,191,27.74
S0060014,Item 60014,16,1.06
S0060015,Item 60015,157,115.52
S0060016,Item 60016,375,52.95
S0060017,Item 60017,350,176.7
S0060018,Item 60018,398,22.29
S0060019,Item 60019,65,121.55
S0060020,Item 60020,82,80.57
S0060021,Item 60021,157,10.06
S0060022,Item 60022,323,50.09
S0060023,Item 60023,9,195.58
S0060024,Item 60024,276,75.01
S0060025,Item 60025,241,30.9
S0060026,Item 60026,14,133.53
S0060027,Item 60027,9,66.62
S0060028,Item 60028,338,130.01
S0060029,Item 60029,218,72.26
S0060030,Item 60030,280,132.53
S0060031,Item 60031,449,105.13
S0060032,Item 60032,400,58.93
S0060033,Item 60033,418,146.32
S0060034,Item 60034,226,86.36
S0060035,Item 60035,160,181.24
S0060036,Item 60036,289,48.23
S0060037,Item 60037,369,29.44
S0060038,Item 60038,281,173.92
S0060039,Item 60039,222,38.02
S0060040,Item 60040,234,43.73
S0060041,Item 60041,39,174.52
S0060042,Item 60042,320,31.35
S0060043,Item 60043,285,31.9
S0060044,Item 60044,293,151.46
S0060045,Item 60045,265,46.93
S0060046,Item 60046,2,153.0
S0060047,Item 60047,140,22.02
S0060048,Item 60048,309,124.9
S0060049,Item 60049,233,190.07
S0060050,Item 60050,383,122.93
S0060051,Item 60051,2,101.03
S0060052,Item 60052,118,32.83
S0060053,Item 60053,182,78.58
S0060054,Item 60054,254,65.93
S0060055,Item 60055,136,116.4
S0060056,Item 60056,63,165.08
S0060057,Item 60057,251,141.0
S0060058,Item 60058,126,76.71
S0060059,Item 60059,255,159.28
S0060060,Item 60060,500,19.58
S0060061,Item 60061,131,182.91
S0060062,Item 60062,411,24.21
S0060063,Item 60063,438,125.27
S0060064,Item 60064,89,29.25
S0060065,Item 60065,76,197.97
S0060066,Item 60066,123,3.9
S0060067,Item 60067,263,199.49
S0060068,Item 60068,440,91.89
S0060069,Item 60069,271,28.94
S0060070,Item 60070,268,100.44
S0060071,Item 60071,106,96.81
S0060072,Item 60072,283,176.59
S0060073,Item 60073,270,126.81
S0060074,Item 60074,54,155.12
S0060075,Item 60075,152,116.39
S0060076,Item 60076,355,80.1
S0060077,Item 60077,122,125.15
S0060078,Item 60078,326,1.89
S0060079,Item 60079,382,150.92
S0060080,Item 60080,38,75.92
S0060081,Item 60081,362,83.56
S0060082,Item 60082,217,192.87
S0060083,Item 60083,230,20.3
S0060084,Item 60084,127,55.25
S0060085,Item 60085,336,181.51
S0060086,Item 60086,76,120.85
S0060087,Item 60087,272,83.26
S0060088,Item 60088,154,106.46
S0060089,Item 60089,67,124.61
S0060090,Item 60090,92,36.75
S0060091,Item 60091,426,190.53
S0060092,Item 60092,131,45.27
S0060093,Item 60093,83,138.5
S0060094,Item 60094,236,152.41
S0060095,Item 60095,462,191.26
S0060096,Item 60096,163,179.81
S0060097,Item 60097,106,178.75
S0060098,Item 60098,177,145.29
S0060099,Item 60099,265,14.14
S0060100,Item 60100,487,176.91
S0060101,Item 60101,57,169.6
S0060102,Item 60102,31,35.95
S0060103,Item 60103,18,73.59
S0060104,Item 60104,458,56.29
S0060105,Item 60105,6,67.1
S0060106,Item 60106,66,99.01
S0060107,Item 60107,315,123.09
S0060108,Item 60108,143,2.69
S0060109,Item 60109,485,22.73
S0060110,Item 60110,283,137.46
S0060111,Item 60111,355,117.31
S0060112,Item 60112,178,80.83
S0060113,Item 60113,122,100.33
S0060114,Item 60114,151,6.19
S0060115,Item 60115,156,72.73
S0060116,Item 60116,92,166.12
S0060117,Item 60117,470,29.82
S0060118,Item 60118,160,55.64
S0060119,Item 60119,478,11.19
S0060120,Item 60120,250,120.85
S0060121,Item 60121,209,100.61
S0060122,Item 60122,260,179.51
S0060123,Item 60123,127,59.15
S0060124,Item 60124,191,105.3
S0060125,Item 60125,4,114.59
S0060126,Item 60126,367,123.31
S0060127,Item 60127,123,0.02
S0060128,Item 60128,161,149.84
S0060129,Item 60129,431,94.68
S0060130,Item 60130,164,10.36
S0060131,Item 60131,102,88.53
S0060132,Item 60132,479,159.05
S0060133,Item 60133,337,161.15
S0060134,Item 60134,444,60.57
S0060135,Item 60135,492,96.97
S0060136,Item 60136,297,188.51
S0060137,Item 60137,116,199.49
S0060138,Item 60138,313,2.94
S0060139,Item 60139,245,60.08
S0060140,Item 60140,83,196.76
S0060141,Item 60141,206,114.21
S0060142,Item 60142,62,11.03
S0060143,Item 60143,169,172.84
S0060144,Item 60144,213,186.24
S0060145,Item 60145,375,107.3
S0060146,Item 60146,479,73.18
S0060147,Item 60147,353,95.34
S0060148,Item 60148,196,79.16
S0060149,Item 60149,454,21.22
S0060150,Item 60150,223,14.78
S0060151,Item 60151,311,110.37
S0060152,Item 60152,223,177.52
S0060153,Item 60153,331,10.25
S0060154,Item 60154,436,194.49
S0060155,Item 60155,250,84.3
S0060156,Item 60156,17,138.43
S0060157,Item 60157,42,64.01
S0060158,Item 60158,5,79.72
S0060159,Item 60159,462,35.37
S0060160,Item 60160,395,163.43
S0060161,Item 60161,351,66.99
S0060162,Item 60162,31,80.8
S0060163,Item 60163,31,62.55
S0060164,Item 60164,305,120.01
S0060165,Item 60165,138,163.46
S0060166,Item 60166,63,191.67
S0060167,Item 60167,482,35.38
S0060168,Item 60168,358,164.65
S0060169,Item 60169,150,100.54
S0060170,Item 60170,377,108.19
S0060171,Item 60171,44,54.06
S0060172,Item 60172,420,97.69
S0060173,Item 60173,291,176.25
S0060174,Item 60174,205,9.07
S0060175,Item 60175,215,153.16
S0060176,Item 60176,245,48.32
S0060177,Item 60177,224,194.08
S0060178,Item 60178,492,16.74
S0060179,Item 60179,61,101.37
S0060180,Item 60180,462,36.1
S0060181,Item 60181,129,175.56
S0060182,Item 60182,14,169.6
S0060183,Item 60183,412,175.82
S0060184,Item 60184,92,74.87
S0060185,Item 60185,120,32.46
S0060186,Item 60186,4,80.16
S0060187,Item 60187,57,180.96
S0060188,Item 60188,129,136.42
S0060189,Item 60189,54,89.4
S0060190,Item 60190,445,46.39
S0060191,Item 60191,385,143.46
S0060192,Item 60192,464,183.82
S0060193,Item 60193,333,51.15
S0060194,Item 60194,94,175.24
S0060195,Item 60195,147,166.67
S0060196,Item 60196,80,8.31
S0060197,Item 60197,86,12.81
S0060198,Item 60198,29,146.0
S0060199,Item 60199,331,197.64
S0060200,Item 60200,256,49.27
S0060201,Item 60201,133,193.4
S0060202,Item 60202,215,37.6
S0060203,Item 60203,439,136.92
S0060204,Item 60204,190,63.53
S0060205,Item 60205,226,165.6
S0060206,Item 60206,399,186.11
S0060207,Item 60207,252,149.1
S0060208,Item 60208,133,37.66
S0060209,Item 60209,320,90.73
S0060210,Item 60210,445,35.89
S0060211,Item 60211,305,141.74
S0060212,Item 60212,465,57.82
S0060213,Item 60213,366,132.14
S0060214,Item 60214,482,185.34
S0060215,Item 60215,165,143.95
S0060216,Item 60216,49,149.01
S0060217,Item 60217,488,147.25
S0060218,Item 60218,409,148.08
S0060219,Item 60219,480,139.03
S0060220,Item 60220,202,116.57
S0060221,Item 60221,225,143.07
S0060222,Item 60222,97,172.0
S0060223,Item 60223,202,80.13
S0060224,Item 60224,139,0.71
S0060225,Item 60225,382,185.23
S0060226,Item 60226,456,105.03
S0060227,Item 60227,21,195.58
S0060228,Item 60228,142,39.44
S0060229,Item 60229,202,153.15
S0060230,Item 60230,93,81.48
S0060231,Item 60231,267,57.18
S0060232,Item 60232,282,149.01
S0060233,Item 60233,220,193.2
S0060234,Item 60234,14,63.35
S0060235,Item 60235,315,7.97
S0060236,Item 60236,443,9.07
S0060237,Item 60237,0,187.91
S0060238,Item 60238,184,112.48
S0060239,Item 60239,141,185.87
S0060240,Item 60240,392,18.49
S0060241,Item 60241,211,136.26
S0060242,Item 60242,329,118.48
S0060243,Item 60243,176,83.63
S0060244,Item 60244,162,180.4
S0060245,Item 60245,175,192.48
S0060246,Item 60246,202,79.13
S0060247,Item 60247,101,9.02
S0060248,Item 60248,490,110.55
S0060249,Item 60249,83,186.1
S0060250,Item 60250,130,42.93
S0060251,Item 60251,106,20.39
S0060252,Item 60252,200,89.73
S0060253,Item 60253,312,100.24
S0060254,Item 60254,160,198.7
S0060255,Item 60255,378,135.47
S0060256,Item 60256,398,152.8
S0060257,Item 60257,372,79.52
S0060258,Item 60258,493,79.16
S0060259,Item 60259,357,170.24
S0060260,Item 60260,94,182.65
S0060261,Item 60261,365,134.31
S0060262,Item 60262,36,6.3
S0060263,Item 60263,279,187.25
S0060264,Item 60264,89,151.91
S0060265,Item 60265,27,14.83
S0060266,Item 60266,233,149.65
S0060267,Item 60267,178,60.88
S0060268,Item 60268,308,80.14
S0060269,Item 60269,91,84.96
S0060270,Item 60270,464,107.26
S0060271,Item 60271,325,195.06
S0060272,Item 60272,102,187.67
S0060273,Item 60273,2,20.95
S0060274,Item 60274,106,151.99
S0060275,Item 60275,423,141.85
S0060276,Item 60276,346,158.04
S0060277,Item 60277,186,125.17
S0060278,Item 60278,202,77.61
S0060279,Item 60279,203,114.36
S0060280,Item 60280,304,68.54
S0060281,Item 60281,183,41.22
S0060282,Item 60282,199,153.41
S0060283,Item 60283,209,56.07
S0060284,Item 60284,201,129.67
S0060285,Item 60285,459,23.94
S0060286,Item 60286,289,96.55
S0060287,Item 60287,178,145.56
S0060288,Item 60288,258,105.16
S0060289,Item 60289,336,5.33
S0060290,Item 60290,280,22.62
S0060291,Item 60291,434,166.57
S0060292,Item 60292,179,177.85
S0060293,Item 60293,327,141.33
S0060294,Item 60294,475,43.69
S0060295,Item 60295,316,104.03
S0060296,Item 60296,255,95.29
S0060297,Item 60297,385,99.06
S0060298,Item 60298,500,10.07
S0060299,Item 60299,293,177.05
S0060300,Item 60300,426,53.08
S0060301,Item 60301,194,192.53
S0060302,Item 60302,283,61.66
S0060303,Item 60303,454,79.59
S0060304,Item 60304,36,171.43
S0060305,Item 60305,247,136.52
S0060306,Item 60306,418,84.82
S0060307,Item 60307,183,82.58
S0060308,Item 60308,416,174.35
S0060309,Item 60309,385,136.08
S0060310,Item 60310,220,28.65
S0060311,Item 60311,328,108.14
S0060312,Item 60312,397,77.3
S0060313,Item 60313,17,78.82
S0060314,Item 60314,162,22.46
S0060315,Item 60315,219,100.88
S0060316,Item 60316,5,193.97
S0060317,Item 60317,113,18.91
S0060318,Item 60318,485,17.66
S0060319,Item 60319,449,180.26
S0060320,Item 60320,120,129.21
S0060321,Item 60321,238,73.58
S0060322,Item 60322,329,117.27
S0060323,Item 60323,219,24.58
S0060324,Item 60324,329,146.5
S0060325,Item 60325,218,52.56
S0060326,Item 60326,30,52.79
S0060327,Item 60327,224,116.46
S0060328,Item 60328,85,131.59
S0060329,Item 60329,477,5.0
S0060330,Item 60330,217,38.37
S0060331,Item 60331,126,19.06
S0060332,Item 60332,339,11.89
S0060333,Item 60333,326,171.74
S0060334,Item 60334,312,34.07
S0060335,Item 60335,139,178.71
S0060336,Item 60336,5,136.22
S0060337,Item 60337,41,34.95
S0060338,Item 60338,50,198.32
S0060339,Item 60339,494,163.75
S0060340,Item 60340,436,103.52
S0060341,Item 60341,453,23.71
S0060342,Item 60342,81,165.77
S0060343,Item 60343,473,90.09
S0060344,Item 60344,267,46.71
S0060345,Item 60345,234,191.13
S0060346,Item 60346,56,143.7
S0060347,Item 60347,170,171.47
S0060348,Item 60348,391,147.34
S0060349,Item 60349,437,60.18
S0060350,Item 60350,231,19.13
S0060351,Item 60351,103,61.63
S0060352,Item 60352,423,126.33
S0060353,Item 60353,352,106.54
S0060354,Item 60354,99,113.5
S0060355,Item 60355,466,71.05
S0060356,Item 60356,233,126.27
S0060357,Item 60357,107,143.48
S0060358,Item 60358,319,151.02
S0060359,Item 60359,177,28.3
S0060360,Item 60360,385,179.18
S0060361,Item 60361,190,160.11
S0060362,Item 60362,222,186.91
S0060363,Item 60363,429,145.85
S0060364,Item 60364,2,176.53
S0060365,Item 60365,20,171.11
S0060366,Item 60366,237,55.57
S0060367,Item 60367,311,19.53
S0060368,Item 60368,80,174.47
S0060369,Item 60369,116,125.5
S0060370,Item 60370,236,187.93
S0060371,Item 60371,448,189.5
S0060372,Item 60372,491,139.49
S0060373,Item 60373,28,68.31
S0060374,Item 60374,422,50.62
S0060375,Item 60375,396,89.17
S0060376,Item 60376,421,41.58
S0060377,Item 60377,90,184.33
S0060378,Item 60378,331,69.23
S0060379,Item 60379,444,60.18
S0060380,Item 60380,302,111.1
S0060381,Item 60381,132,156.06
S0060382,Item 60382,263,27.68
S0060383,Item 60383,58,121.48
S0060384,Item 60384,260,119.34
S0060385,Item 60385,466,185.51
S0060386,Item 60386,74,192.42
S0060387,Item 60387,293,167.87
S0060388,Item 60388,287,146.97
S0060389,Item 60389,146,109.74
S0060390,Item 60390,235,15.21
S0060391,Item 60391,5,191.11
S0060392,Item 60392,300,68.03
S0060393,Item 60393,425,78.05
S0060394,Item 60394,166,167.68
S0060395,Item 60395,462,154.91
S0060396,Item 60396,152,78.96
S0060397,Item 60397,391,105.97
S0060398,Item 60398,360,37.07
S0060399,Item 60399,201,173.91
S0060400,Item 60400,317,158.59
S0060401,Item 60401,121,15.06
S0060402,Item 60402,244,93.11
S0060403,Item 60403,62,104.38
S0060404,Item 60404,119,5.65
S0060405,Item 60405,192,24.62
S0060406,Item 60406,46,35.3
S0060407,Item 60407,258,47.77
S0060408,Item 60408,129,32.11
S0060409,Item 60409,356,196.09
S0060410,Item 60410,56,177.81
S0060411,Item 60411,390,87.19
S0060412,Item 60412,442,135.87
S0060413,Item 60413,23,68.97
S0060414,Item 60414,343,101.94
S0060415,Item 60415,385,134.27
S0060416,Item 60416,377,117.05
S0060417,Item 60417,308,129.46
S0060418,Item 60418,442,71.24
S0060419,Item 60419,124,19.64
S0060420,Item 60420,14,191.24
S0060421,Item 60421,487,180.28
S0060422,Item 60422,299,1.05
S0060423,Item 60423,205,78.75
S0060424,Item 60424,459,55.17
S0060425,Item 60425,411,165.59
S0060426,Item 60426,158,24.43
S0060427,Item 60427,475,148.07
S0060428,Item 60428,379,112.14
S0060429,Item 60429,261,182.0
S0060430,Item 60430,225,173.81
S0060431,Item 60431,399,48.95
S0060432,Item 60432,451,106.17
S0060433,Item 60433,288,108.77
S0060434,Item 60434,275,167.26
S0060435,Item 60435,38,21.02
S0060436,Item 60436,110,37.04
S0060437,Item 60437,224,166.65
S0060438,Item 60438,430,181.1
S0060439,Item 60439,180,125.57
S0060440,Item 60440,344,37.14
S0060441,Item 60441,16,185.3
S0060442,Item 60442,81,81.53
S0060443,Item 60443,412,172.0
S0060444,Item 60444,196,29.45
S0060445,Item 60445,10,100.11
S0060446,Item 60446,319,167.6
S0060447,Item 60447,348,75.87
S0060448,Item 60448,421,5.86
S0060449,Item 60449,422,157.19
S0060450,Item 60450,345,80.46
S0060451,Item 60451,382,32.48
S0060452,Item 60452,478,123.04
S0060453,Item 60453,460,128.68
S0060454,Item 60454,407,157.09
S0060455,Item 60455,479,99.61
S0060456,Item 60456,470,28.06
S0060457,Item 60457,301,63.44
S0060458,Item 60458,257,11.11
S0060459,Item 60459,311,152.5
S0060460,Item 60460,108,2.23
S0060461,Item 60461,24,127.95
S0060462,Item 60462,106,12.97
S0060463,Item 60463,173,60.5
S0060464,Item 60464,118,113.27
S0060465,Item 60465,102,102.56
S0060466,Item 60466,15,172.42
S0060467,Item 60467,235,113.6
S0060468,Item 60468,387,2.11
S0060469,Item 60469,164,60.44
S0060470,Item 60470,299,183.43
S0060471,Item 60471,389,72.32
S0060472,Item 60472,366,99.28
S0060473,Item 60473,57,198.91
S0060474,Item 60474,365,190.27
S0060475,Item 60475,433,54.66
S0060476,Item 60476,155,154.39
S0060477,Item 60477,326,41.21
S0060478,Item 60478,202,12.14
S0060479,Item 60479,339,190.0
S0060480,Item 60480,31,178.73
S0060481,Item 60481,242,91.48
S0060482,Item 60482,425,156.5
S0060483,Item 60483,122,42.67
S0060484,Item 60484,198,80.55
S0060485,Item 60485,176,84.09
S0060486,Item 60486,425,36.38
S0060487,Item 60487,72,76.09
S0060488,Item 60488,96,93.26
S0060489,Item 60489,202,60.49
S0060490,Item 60490,126,31.18
S0060491,Item 60491,415,157.0
S0060492,Item 60492,287,90.83
S0060493,Item 60493,379,138.09
S0060494,Item 60494,177,92.3
S0060495,Item 60495,21,161.47
S0060496,Item 60496,18,157.31
S0060497,Item 60497,35,18.83
S0060498,Item 60498,442,86.02
S0060499,Item 60499,295,172.66
S0060500,Item 60500,231,179.6
S0060501,Item 60501,142,20.02
S0060502,Item 60502,224,163.09
S0060503,Item 60503,216,155.23
S0060504,Item 60504,46,190.89
S0060505,Item 60505,360,157.42
S0060506,Item 60506,282,87.53
S0060507,Item 60507,104,18.74
S0060508,Item 60508,337,164.71
S0060509,Item 60509,417,85.32
S0060510,Item 60510,2,23.57
S0060511,Item 60511,130,88.82
S0060512,Item 60512,249,164.65
S0060513,Item 60513,99,14.98
